jobid	node	walltime	systime	memory	memunit	status
HG00325_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.918611111111	3.7	5.716	G	0
HG00313_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.39305555556	3.65	6.486	G	0
HG00321_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.863055555556	4.23333333333	6.366	G	0
HG00310_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.40527777778	2.51666666667	6.289	G	0
HG00284_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.93833333333	3.46666666667	7.345	G	0
HG00311_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.32388888889	2.8	6.348	G	0
HG00280_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.06888888889	4.03333333333	6.703	G	0
HG00313_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.918888888889	3.75	5.690	G	0
HG00315_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.642777777778	2.85	5.775	G	0
HG00306_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.35472222222	4.23333333333	5.966	G	0
HG00285_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.31277777778	3.35	6.613	G	0
HG00276_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.8925	2.5	6.931	G	0
HG00281_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.39166666667	3.46666666667	6.590	G	0
HG00282_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.25111111111	1.85	6.444	G	0
HG00308_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.841944444444	3.15	5.717	G	0
HG00278_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.34944444444	2.83333333333	6.259	G	0
HG00271_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.2975	2.3	8.794	G	0
HG00259_accepted_hits.bam_cufflinks.sh	compute-0-48.local	3.38861111111	4.78333333333	7.664	G	0
HG00277_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.0725	3.53333333333	5.834	G	0
HG00274_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.45916666667	2.75	6.800	G	0
HG00277_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.976388888889	3.93333333333	5.754	G	0
HG00272_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.35777777778	3.21666666667	6.641	G	0
HG00262_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.43055555556	3.23333333333	8.734	G	0
HG00275_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.11722222222	3.78333333333	5.884	G	0
HG00268_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.63194444444	2.76666666667	6.575	G	0
HG00266_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.74055555556	2.31666666667	7.612	G	0
HG00263_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.00972222222	1.96666666667	8.233	G	0
HG00273_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.715555555556	2.26666666667	6.570	G	0
HG00267_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.47944444444	2.88333333333	5.971	G	0
HG00269_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.11861111111	2.66666666667	6.008	G	0
HG00265_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.51611111111	2.9	6.649	G	0
HG00260_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.97	3.85	6.868	G	0
HG00255_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.69444444444	1.98333333333	7.383	G	0
HG00256_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.98638888889	3.5	7.555	G	0
HG00264_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.0725	3.11666666667	6.079	G	0
HG00261_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.36944444444	3.53333333333	6.640	G	0
HG00258_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.67472222222	3.5	6.948	G	0
HG00234_accepted_hits.bam_cufflinks.sh	compute-0-45.local	3.84694444444	5.08333333333	6.974	G	0
HG00257_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.28777777778	3.26666666667	6.219	G	0
HG00253_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.70083333333	3.0	6.763	G	0
HG00251_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.70361111111	3.55	6.633	G	0
HG00237_accepted_hits.bam_cufflinks.sh	compute-0-45.local	3.20805555556	3.53333333333	7.570	G	0
HG00244_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.98833333333	3.43333333333	7.054	G	0
HG00246_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.90527777778	3.78333333333	7.676	G	0
HG00252_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.27416666667	3.26666666667	6.310	G	0
HG00250_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.3025	3.66666666667	6.184	G	0
HG00245_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.60333333333	4.1	5.994	G	0
HG00247_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.28388888889	2.78333333333	6.081	G	0
HG00239_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.16694444444	4.21666666667	7.175	G	0
HG00243_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.35888888889	2.98333333333	6.440	G	0
HG00240_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.85638888889	2.93333333333	6.454	G	0
HG00249_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.707777777778	2.5	5.918	G	0
HG00187_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.815	3.95	6.701	G	0
HG00236_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.8075	3.98333333333	6.357	G	0
HG00238_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.59666666667	4.33333333333	5.827	G	0
HG00233_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.86833333333	3.11666666667	6.899	G	0
HG00242_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.13666666667	3.15	6.977	G	0
HG00232_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.77361111111	4.68333333333	6.682	G	0
HG00188_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.09111111111	3.66666666667	7.833	G	0
HG00235_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.25138888889	3.46666666667	6.158	G	0
HG00231_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.44472222222	2.23333333333	6.610	G	0
HG00152_accepted_hits.bam_cufflinks.sh	compute-0-45.local	4.11555555556	5.3	7.640	G	0
HG00189_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.47277777778	4.36666666667	6.140	G	0
HG00183_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.69638888889	3.86666666667	7.510	G	0
HG00185_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.48694444444	3.38333333333	6.958	G	0
HG00182_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.6725	4.88333333333	6.352	G	0
HG00157_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.59027777778	3.25	7.280	G	0
HG00180_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.61416666667	3.01666666667	6.484	G	0
HG00181_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.43527777778	3.16666666667	6.856	G	0
HG00179_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.50166666667	3.68333333333	6.265	G	0
HG00176_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.62861111111	1.93333333333	6.818	G	0
HG00183_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.14	4.03333333333	6.002	G	0
HG00186_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.748333333333	2.66666666667	6.140	G	0
HG00177_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.35222222222	3.93333333333	6.055	G	0
HG00178_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.19583333333	2.81666666667	6.248	G	0
HG00159_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.62305555556	2.91666666667	7.682	G	0
HG00154_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.78055555556	2.9	6.567	G	0
HG00158_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.45666666667	3.35	6.764	G	0
HG00174_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.10444444444	2.75	6.500	G	0
HG00149_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.00305555556	4.45	6.410	G	0
HG00155_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.32194444444	3.86666666667	6.068	G	0
HG00173_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.843055555556	2.28333333333	6.138	G	0
HG00156_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.26361111111	3.43333333333	6.172	G	0
HG00160_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.764722222222	2.81666666667	6.320	G	0
HG00171_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.701944444444	2.73333333333	5.942	G	0
HG00146_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.7975	4.11666666667	7.226	G	0
HG00150_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.51611111111	2.96666666667	5.899	G	0
HG00139_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.30111111111	4.43333333333	7.117	G	0
HG00141_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.87444444444	3.38333333333	8.218	G	0
HG00145_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.42277777778	3.11666666667	6.179	G	0
HG00134_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.58	2.61666666667	7.821	G	0
HG00143_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.405	3.11666666667	6.110	G	0
HG00148_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.955833333333	3.11666666667	5.884	G	0
HG00151_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.654722222222	2.26666666667	5.994	G	0
HG00142_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.42861111111	3.65	6.316	G	0
HG00142_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.32111111111	4.0	6.080	G	0
HG00138_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.56055555556	3.43333333333	6.561	G	0
HG00138_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.46027777778	2.9	6.602	G	0
HG00132_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.3925	1.75	7.536	G	0
HG00143_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.662222222222	2.61666666667	5.954	G	0
HG00137_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.44	3.35	6.560	G	0
HG00117_accepted_hits.bam_cufflinks.sh	compute-0-48.local	3.68805555556	4.33333333333	7.640	G	0
HG00137_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.26444444444	2.91666666667	6.271	G	0
HG00136_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.28166666667	2.9	5.815	G	0
HG00133_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.47472222222	2.96666666667	6.563	G	0
HG00133_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.57611111111	4.63333333333	6.572	G	0
HG00135_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.938611111111	3.55	5.706	G	0
HG00134_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.15916666667	3.55	5.932	G	0
HG00125_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.13361111111	4.2	6.208	G	0
HG00131_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.44805555556	3.2	7.063	G	0
HG00126_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.05694444444	4.43333333333	7.618	G	0
HG00127_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.95888888889	4.3	6.408	G	0
HG00130_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.59361111111	2.65	7.843	G	0
HG00123_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.85083333333	2.65	6.249	G	0
HG00131_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.015	4.5	5.884	G	0
HG00129_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.20833333333	2.58333333333	6.010	G	0
HG00128_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.30527777778	2.96666666667	6.116	G	0
HG00124_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.39083333333	3.28333333333	6.716	G	0
HG00119_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.76	3.75	6.951	G	0
HG00122_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.34694444444	2.55	6.133	G	0
HG00121_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.38055555556	3.76666666667	5.922	G	0
HG00117_8_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.675	4.15	5.873	G	0
HG00118_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.38888888889	3.45	6.154	G	0
HG00119_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.24361111111	4.23333333333	6.051	G	0
HG00117_5_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.62972222222	3.21666666667	6.071	G	0
HG00117_7_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.33361111111	2.65	6.224	G	0
HG00120_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.732777777778	2.88333333333	5.854	G	0
HG00117_3_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.51555555556	3.4	7.595	G	0
HG00117_4_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.18	2.85	5.979	G	0
HG00117_6_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.925	3.35	6.082	G	0
HG00110_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.28638888889	2.85	6.826	G	0
HG00117_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.12916666667	3.0	6.023	G	0
HG00116_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.35555555556	2.48333333333	7.164	G	0
HG00111_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.06833333333	3.03333333333	6.642	G	0
HG00115_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.45138888889	3.28333333333	6.143	G	0
HG00108_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.30138888889	3.41666666667	7.173	G	0
HG00114_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.59194444444	3.61666666667	6.116	G	0
HG00112_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.53333333333	3.35	6.498	G	0
HG00114_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.02722222222	2.63333333333	5.902	G	0
HG00097_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.83138888889	4.75	6.631	G	0
HG00111_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.33194444444	3.31666666667	6.892	G	0
HG00099_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.54083333333	3.7	6.493	G	0
HG00109_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.23972222222	3.41666666667	5.955	G	0
HG00109_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.939444444444	4.41666666667	5.616	G	0
HG00105_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.97833333333	3.41666666667	7.286	G	0
HG00096_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.86305555556	4.53333333333	6.614	G	0
HG00104_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.63388888889	2.78333333333	6.759	G	0
HG00101_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.52416666667	4.45	6.477	G	0
HG00106_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.37388888889	3.3	5.875	G	0
HG00103_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.3525	3.15	6.430	G	0
HG00100_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.35083333333	2.78333333333	6.648	G	0
HG00102_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.14805555556	3.86666666667	5.862	G	0
HG00099_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.13666666667	3.48333333333	6.050	G	0
HG00105_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.09416666667	2.71666666667	6.228	G	0
